time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-06-26T05:26:44.900Z,35.7716,-97.491,6.584,3.6,mwr,,71,,0.37,us,usc000rm9s,2020-03-19T23:09:24.960Z,"12 km SSE of Cedar Valley, Oklahoma",earthquake,,3.4,0.055,32,reviewed,tul,us
2014-06-25T13:09:45.300Z,36.6384,-98.1073,5.716,3.3,ml,,95,,0.42,us,usc000rlu3,2015-01-30T19:11:42.831Z,"5 km WSW of Nash, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul
2014-06-24T17:38:10.300Z,36.871,-97.694,5,3,ml,,63,,0.55,us,usc000rlf1,2014-09-19T17:23:39.000Z,"6 km SSW of Renfrow, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-06-24T16:57:30.700Z,36.884,-97.3773,6.14,3.2,ml,,119,,0.42,us,usc000rl7d,2015-01-31T03:09:18.895Z,"5 km SW of Braman, Oklahoma",earthquake,,6.8,,,reviewed,tul,tul
2014-06-24T14:15:56.400Z,36.5993,-97.6136,5.574,3,ml,,64,,0.32,us,usc000rl5d,2015-01-30T14:31:47.688Z,"5 km NE of Hunter, Oklahoma",earthquake,,8,,,reviewed,tul,tul
2014-06-23T13:44:59.400Z,36.8512,-97.856,5.627,3.4,mwr,,82,,0.55,us,usc000rk9r,2015-01-30T12:44:12.960Z,"6 km ESE of Wakita, Oklahoma",earthquake,,6.4,,14,reviewed,tul,slm
2014-06-23T09:48:01.000Z,36.8534,-97.8595,6.102,3.3,ml,,82,,0.97,us,usc000rk82,2014-09-19T17:23:13.000Z,"6 km ESE of Wakita, Oklahoma",earthquake,,7.4,,,reviewed,tul,tul
2014-06-23T07:42:06.100Z,35.7739,-97.4785,5.386,3.2,ml,,70,,0.48,us,usc000rk6s,2015-01-30T00:23:57.448Z,"12 km SE of Cedar Valley, Oklahoma",earthquake,,6.7,,,reviewed,tul,tul
2014-06-22T17:30:50.160Z,43.7605,-105.2883,0,3.1,ml,,96,0.973,0.52,us,usc000rk1t,2014-09-19T17:23:10.000Z,"16 km E of Wright, Wyoming",mining explosion,,2,0.06,40,reviewed,us,us
2014-06-21T01:57:14.000Z,36.7197,-97.8843,5,3,ml,,88,,1.07,us,usc000rjb2,2015-01-30T14:08:45.195Z,"8 km W of Jefferson, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-06-20T23:10:55.900Z,36.7256,-97.903,5,3.9,mwr,,90,,0.25,us,usc000rj77,2020-03-19T23:08:41.204Z,"10 km W of Jefferson, Oklahoma",earthquake,,4.8,0.041,56,reviewed,tul,us
2014-06-20T14:46:18.500Z,35.975,-97.1779,6.489,3.3,mwr,,54,,0.35,us,usc000riqx,2020-03-19T23:08:20.443Z,"5 km ENE of Coyle, Oklahoma",earthquake,,7.6,,9,reviewed,tul,slm
2014-06-20T12:46:48.200Z,35.5994,-97.4093,4.67,3.1,ml,,56,,0.67,us,usc000ripe,2015-01-29T22:13:15.141Z,"7 km NNE of Lake Aluma, Oklahoma",earthquake,,7,,,reviewed,tul,tul
2014-06-18T19:44:41.600Z,35.9756,-97.1794,5.627,3.2,ml,,54,,0.42,us,usb000rgg2,2015-01-31T02:11:04.206Z,"5 km ENE of Coyle, Oklahoma",earthquake,,6.4,,,reviewed,tul,tul
2014-06-18T19:11:33.000Z,36.723,-97.9006,4.583,3.6,ml,,90,,0.64,us,usc000rhka,2015-01-29T22:53:16.274Z,"9 km W of Jefferson, Oklahoma",earthquake,,6.8,,,reviewed,tul,tul
2014-06-18T18:58:38.640Z,43.8177,-105.198,0,3.7,ml,,35,0.892,0.6,us,usc000rhk1,2014-09-19T17:22:48.000Z,"24 km ENE of Wright, Wyoming",mining explosion,,1.9,0.053,64,reviewed,us,us
2014-06-18T18:42:26.100Z,35.9772,-97.1898,5,3.2,ml,,70,,0.35,us,usc000rhk6,2014-09-19T17:22:48.000Z,"4 km ENE of Coyle, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul
2014-06-18T17:44:40.100Z,36.721,-97.8958,4.087,3,ml,,89,,0.79,us,usc000rhi5,2014-09-19T17:22:47.000Z,"9 km W of Jefferson, Oklahoma",earthquake,,6.2,,,reviewed,tul,tul
2014-06-18T17:26:33.200Z,35.9774,-97.1813,5,3.1,ml,,55,,0.63,us,usc000rhi4,2014-09-19T17:22:47.000Z,"5 km ENE of Coyle, Oklahoma",earthquake,,7.5,,,reviewed,tul,tul
2014-06-18T14:08:33.800Z,35.9758,-97.1758,5.964,3.2,mwr,,70,,0.48,us,usc000rhci,2015-01-30T13:40:52.492Z,"5 km ENE of Coyle, Oklahoma",earthquake,,7.1,,11,reviewed,tul,slm
2014-06-18T10:53:02.400Z,35.5956,-97.3924,5,4.1,mwr,,,,1.02,us,usc000rhab,2020-03-19T23:07:55.510Z,"7 km NE of Lake Aluma, Oklahoma",earthquake,,1.9,0.038,68,reviewed,tul,us
2014-06-18T10:30:18.700Z,35.5974,-97.4001,5.315,3,ml,,56,,0.44,us,usc000rha6,2015-01-30T02:34:54.478Z,"7 km NNE of Lake Aluma, Oklahoma",earthquake,,4.7,,,reviewed,tul,tul
2014-06-18T07:08:01.300Z,35.9772,-97.1835,5.569,3.4,ml,,70,,0.6,us,usc000rh6s,2014-09-19T17:22:43.000Z,"5 km ENE of Coyle, Oklahoma",earthquake,,7.2,,,reviewed,tul,tul
2014-06-17T16:29:12.600Z,35.5908,-97.374,5.053,3,ml,,39,,0.53,us,usc000rgsy,2015-01-30T04:12:53.433Z,"7 km N of Spencer, Oklahoma",earthquake,,6.1,,,reviewed,tul,tul
2014-06-17T03:47:24.240Z,35.1126,-112.0863,10.1,3,ml,,36,0.708,0.42,us,usc000rgil,2015-01-30T15:59:31.956Z,"17 km SSE of Williams, Arizona",earthquake,,6.7,0.051,78,reviewed,us,us
2014-06-16T11:25:12.700Z,35.5866,-97.3804,6.536,3.3,ml,,35,,0.45,us,usc000rg1h,2020-03-19T23:07:34.671Z,"7 km N of Spencer, Oklahoma",earthquake,,4.5,,,reviewed,tul,tul
2014-06-16T10:47:35.600Z,35.5935,-97.3969,5,4.3,mwr,,50,,1.08,us,usc000rg12,2020-03-19T23:07:09.146Z,"7 km NNE of Lake Aluma, Oklahoma",earthquake,,4.7,0.05,38,reviewed,tul,us
2014-06-16T10:31:07.400Z,35.5925,-97.4027,6.67,3.5,mwr,,55,,0.47,us,usc000rg0i,2020-03-19T23:06:36.985Z,"7 km NNE of Lake Aluma, Oklahoma",earthquake,,5.7,,7,reviewed,tul,slm
2014-06-15T17:33:01.600Z,36.8326,-97.6391,1.891,3,ml,,61,,0.74,us,usc000rftq,2015-01-30T16:17:24.515Z,"8 km ENE of Medford, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul
2014-06-15T13:51:25.900Z,36.8663,-97.8567,5.259,3,ml,,81,,0.54,us,usc000rfsx,2014-09-12T15:47:36.000Z,"6 km ESE of Wakita, Oklahoma",earthquake,,7.6,,,reviewed,tul,tul
2014-06-14T22:55:07.900Z,36.6037,-97.6234,5,3.3,ml,,72,,1.43,us,usc000rfmw,2014-09-12T15:47:33.000Z,"5 km NE of Hunter, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-06-14T06:41:13.780Z,32.9745,-115.8896667,11.011,3.19,ml,64,27,0.08099,0.29,ci,ci15511897,2016-03-12T04:20:03.232Z,"26km WSW of Westmorland, CA",earthquake,0.27,0.94,0.145,173,reviewed,ci,ci
2014-06-12T04:34:04.900Z,40.8905,-111.6832,11.9,3.3,Ml,,46.8,0.14373045,0.18,uu,uu60072927,2018-12-19T23:43:33.740Z,"16 km S of Morgan, Utah",earthquake,0.3,0.5,0.2,27,reviewed,uu,uu
2014-06-11T09:42:29.600Z,36.9293,-97.6495,9.121,3,ml,,81,,0.45,us,usc000rdue,2014-09-12T15:47:13.000Z,"0 km NE of Renfrow, Oklahoma",earthquake,,5.7,,,reviewed,tul,tul
2014-06-10T15:13:51.000Z,35.7155,-97.4288,5.322,3.1,ml,,50,,0.29,us,usc000rdb9,2015-01-30T00:58:20.917Z,"8 km NNE of Edmond, Oklahoma",earthquake,,6,,,reviewed,tul,tul
2014-06-10T07:19:55.000Z,35.7168,-97.4282,5,3.1,ml,,50,,0.53,us,usc000rd76,2020-03-19T23:06:11.287Z,"8 km NNE of Edmond, Oklahoma",earthquake,,4.7,,,reviewed,tul,tul
2014-06-04T21:22:31.600Z,44.787,-110.7647,9.2,3.4,Ml,,104.4,0.06288207,0.23,uu,uu60072087,2014-08-30T17:03:01.000Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.5,0.7,0.3,5,reviewed,uu,uu
2014-06-04T21:19:24.330Z,35.5795,-92.245,0.08,3.8,mw,17,50,0.1459,0.18,nm,nm610403,2016-04-07T17:52:22.543Z,"3 km ESE of Fairfield Bay, Arkansas",earthquake,0.8,2.5,1.147,5,reviewed,nm,nm
2014-06-04T12:16:03.000Z,44.7875,-110.7657,7.7,3.5,Ml,,104.4,0.06288207,0.18,uu,uu60071847,2014-08-30T17:03:01.000Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.4,0.6,0.3,5,reviewed,uu,uu
2014-06-03T09:52:52.000Z,44.7828,-110.7592,7.6,3.1,Ml,,100.8,0.06288207,0.16,uu,uu60071252,2014-08-26T01:21:11.000Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.4,0.5,0.2,7,reviewed,uu,uu
2014-06-03T09:33:27.700Z,44.7963,-110.7657,10.3,3.4,Ml,,165.6,0.06288207,0.2,uu,uu60071202,2015-01-30T18:56:59.218Z,"20 km SSW of Mammoth, Wyoming",earthquake,0.6,0.5,0.2,14,reviewed,uu,uu
2014-06-02T23:08:02.900Z,35.7188,-97.4244,5.301,3.1,ml,,50,,0.36,us,usc000raaf,2015-01-30T03:42:12.736Z,"8 km NNE of Edmond, Oklahoma",earthquake,,1.9,,,reviewed,tul,tul
2014-06-02T22:35:20.900Z,35.7182,-97.4267,5.262,3.2,ml,,40,,0.76,us,usc000ra9x,2015-01-30T05:05:45.242Z,"8 km NNE of Edmond, Oklahoma",earthquake,,5.7,,,reviewed,tul,tul
2014-06-02T17:38:54.700Z,35.4943,-97.2576,5.97,3.2,ml,,67,,0.41,us,usc000ra56,2015-01-30T05:09:26.931Z,"1 km ESE of Choctaw, Oklahoma",earthquake,,0.5,,,reviewed,tul,tul
2014-06-01T19:54:18.300Z,35.5032,-97.2361,5,3.6,mwr,,53,,0.56,us,usc000r9x2,2020-03-19T23:05:38.322Z,"3 km ENE of Choctaw, Oklahoma",earthquake,,5.1,0.063,24,reviewed,tul,us
2014-06-01T05:50:09.100Z,35.4185,-96.5057,5,3.1,ml,,65,,0.57,us,usc000r9ri,2015-01-30T05:41:29.666Z,"8 km SSW of Boley, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-06-01T03:35:21.680Z,40.4674,-104.6079,1.2,3.2,mwr,,56,1.019,0.7,us,usc000r9pp,2015-01-28T11:07:52.827Z,"9 km NNW of Kersey, Colorado",earthquake,,7.9,,8,reviewed,us,slm
2014-05-31T22:25:00.600Z,44.7905,-110.7765,4.7,3.5,Ml,,111.6,0.05389892,0.21,uu,uu60070727,2014-08-26T01:21:08.000Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.5,0.7,0.2,6,reviewed,uu,uu
2014-05-31T10:18:06.400Z,35.4929,-97.2515,7.087,3.7,mwr,,55,,1.4,us,usc000r9fa,2020-03-19T23:05:09.232Z,"1 km ESE of Choctaw, Oklahoma",earthquake,,6.5,0.046,46,reviewed,tul,us
2014-05-30T22:44:56.700Z,36.4797,-97.9665,4.487,3.1,ml,,68,,0.58,us,usc000r9bs,2020-03-19T23:04:40.645Z,"5 km E of Carrier, Oklahoma",earthquake,,2.5,,,reviewed,tul,tul
2014-05-30T22:32:02.250Z,43.5782,-105.2706,0,3.3,ml,,32,1.045,0.62,us,usc000r9bn,2014-08-26T01:21:05.000Z,"26 km SE of Wright, Wyoming",mining explosion,,2,0.052,64,reviewed,us,us
2014-05-30T21:42:02.200Z,36.6009,-98.3799,6.447,3.3,mwr,,105,,0.27,us,usc000r9ax,2015-01-30T10:18:36.704Z,"7 km ENE of Carmen, Oklahoma",earthquake,,4.7,0.073,18,reviewed,tul,us
2014-05-30T14:32:16.100Z,36.8131,-97.7597,3.187,3.4,ml,,71,,0.37,us,usc000r93w,2015-01-30T21:34:04.638Z,"2 km WNW of Medford, Oklahoma",earthquake,,5.9,,,reviewed,tul,tul
2014-05-29T19:17:28.780Z,44.958,-106.2991,0,3.2,ml,,99,1.731,1.35,us,usc000rg4g,2014-08-26T01:21:03.000Z,"35 km N of Clearmont, Wyoming",mining explosion,,1.9,0.085,28,reviewed,us,us
2014-05-27T17:41:55.300Z,43.9928,-105.3365,0,3.2,ml,,92,0.946,1,us,usb000r5lx,2014-08-23T08:36:51.000Z,"28 km SSE of Antelope Valley-Crestview, Wyoming",mining explosion,,2,0.06,50,reviewed,us,us
2014-05-25T09:10:34.900Z,36.7981,-97.6673,5,3,ml,,64,,0.71,us,usb000r3c5,2014-08-23T08:36:46.000Z,"6 km E of Medford, Oklahoma",earthquake,,1,,,reviewed,tul,tul
2014-05-24T20:01:04.230Z,43.7993,-105.2696,0,3,ml,,83,0.947,0.53,us,usb000r2x6,2014-08-23T08:36:46.000Z,"18 km ENE of Wright, Wyoming",mining explosion,,1.8,0.066,48,reviewed,us,us
2014-05-24T16:31:11.090Z,43.7087,-105.3005,0,3.3,ml,,51,1.002,0.43,us,usb000r2rl,2014-08-23T08:36:46.000Z,"16 km ESE of Wright, Wyoming",mining explosion,,2,0.057,52,reviewed,us,us
2014-05-22T19:04:57.010Z,43.8103,-105.1749,0,3.2,ml,,52,0.879,0.89,us,usb000qzzn,2014-08-23T08:36:43.000Z,"26 km ENE of Wright, Wyoming",mining explosion,,2,0.059,54,reviewed,us,us
2014-05-22T02:46:10.300Z,35.7777,-97.4679,5.755,3.5,mwr,,73,,0.59,us,usb000qz4x,2020-03-19T23:04:05.833Z,"11 km SSW of Guthrie, Oklahoma",earthquake,,6.6,0.066,22,reviewed,tul,us
2014-05-22T01:47:15.960Z,37.5298333,-78.0701667,9.86,3.1,mw,13,74,0.084,0.31,se,se610626,2016-05-26T21:26:58.280Z,"15 km ENE of Cumberland, Virginia",earthquake,0.9,1.7,0.325,4,reviewed,se,se
2014-05-21T23:19:07.740Z,35.9048,-97.2834,7.35,3,mb_lg,,34,0.176,0.48,us,usb000qz0e,2014-08-23T08:36:42.000Z,"5 km SSW of Langston, Oklahoma",earthquake,,5.9,0.056,92,reviewed,us,us
2014-05-20T13:59:28.200Z,35.4984,-97.2409,6.884,3.1,ml,,70,,0.68,us,usb000qwfv,2015-01-30T06:26:27.895Z,"2 km E of Choctaw, Oklahoma",earthquake,,5.9,,,reviewed,tul,tul
2014-05-20T07:30:18.800Z,35.4902,-97.2458,7.482,3.4,mwr,,59,,0.36,us,usb000qw49,2020-03-19T23:02:53.205Z,"2 km ESE of Choctaw, Oklahoma",earthquake,,1.6,,7,reviewed,tul,slm
2014-05-20T05:42:38.600Z,35.4815,-97.2476,7.552,3.3,ml,,107,,0.71,us,usb000qwiq,2020-03-19T23:03:26.697Z,"2 km SE of Choctaw, Oklahoma",earthquake,,6,,,reviewed,tul,tul
2014-05-20T03:58:31.900Z,35.4855,-97.2545,7.538,3.2,ml,,67,,0.73,us,usb000qw05,2020-03-19T23:02:19.835Z,"1 km SE of Choctaw, Oklahoma",earthquake,,5.4,,,reviewed,tul,tul
2014-05-19T19:18:41.580Z,43.58,-104.8253,0,3.5,ml,,139,0.786,0.74,us,usb000qv9p,2014-08-09T02:53:50.000Z,"55 km SW of Osage, Wyoming",mining explosion,,2,0.055,58,reviewed,us,us
2014-05-19T06:29:08.400Z,36.0915,-97.0687,4.02,3,ml,,71,,0.7,us,usb000qud6,2014-08-09T02:53:49.000Z,"2 km SSW of Stillwater, Oklahoma",earthquake,,6.6,,,reviewed,tul,tul
2014-05-19T04:16:03.600Z,36.1096,-97.445,6.299,3.2,ml,,64,,0.82,us,usb000quau,2014-08-09T02:53:49.000Z,"6 km NW of Mulhall, Oklahoma",earthquake,,6.2,,,reviewed,tul,tul
2014-05-18T18:53:47.000Z,36.5923,-97.7994,5,3,ml,,172,,0.76,us,usb000qts5,2014-08-09T02:53:48.000Z,"5 km NNE of Kremlin, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-18T08:29:25.800Z,35.808,-96.9371,5,3.2,ml,,,,0.44,us,usb000qtc7,2015-01-30T04:31:59.071Z,"6 km E of Carney, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-17T21:07:43.620Z,43.8027,-105.2555,0,3.6,ml,,43,0.936,0.97,us,usb000qsxd,2014-08-09T02:53:47.000Z,"19 km ENE of Wright, Wyoming",mining explosion,,1.9,0.051,68,reviewed,us,us
2014-05-17T20:54:31.400Z,36.0946,-97.0702,2.555,3.2,ml,,54,,0.48,us,usb000qswr,2020-03-19T23:01:11.730Z,"2 km SSW of Stillwater, Oklahoma",earthquake,,8,,,reviewed,tul,tul
2014-05-17T10:47:05.300Z,36.2794,-97.2612,5,3.1,ml,,,,0.31,us,usb000qsdf,2020-03-19T23:00:42.844Z,"2 km ESE of Perry, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-16T20:00:00.700Z,36.161,-96.8595,8.104,3.1,ml,,89,,0.99,us,usb000qrss,2014-08-09T02:53:46.000Z,"9 km SE of Glencoe, Oklahoma",earthquake,,4.5,,,reviewed,tul,tul
2014-05-16T16:54:07.200Z,38.9568,-111.4055,8.3,3,Ml,,43.2,0.17966306,0.14,uu,uu60068977,2014-08-09T02:53:45.000Z,"14 km WNW of Emery, Utah",earthquake,0.4,0.9,0.1,22,reviewed,uu,uu
2014-05-16T03:35:07.000Z,34.429,-96.3119,5,3,ml,,130,,1.07,us,usb000qqe5,2014-08-09T02:53:44.000Z,"Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-15T20:23:21.300Z,35.7762,-97.4786,6.907,3.4,mwr,,70,,0.92,us,usb000qpe7,2020-03-19T23:00:10.799Z,"12 km SE of Cedar Valley, Oklahoma",earthquake,,6.2,,15,reviewed,tul,slm
2014-05-15T15:44:58.340Z,36.558,-90.02,5.63,3.1,md,38,67,0.06237,0.12,nm,nm610382,2016-04-07T17:48:43.090Z,"4 km W of Malden, Missouri",earthquake,0.2,1.2,0.3,20,reviewed,nm,nm
2014-05-15T00:28:52.700Z,36.7981,-97.6599,3.415,3.3,ml,,109,,0.78,us,usb000qnby,2014-08-09T02:53:42.000Z,"6 km E of Medford, Oklahoma",earthquake,,6.4,,,reviewed,tul,tul
2014-05-14T19:09:14.130Z,43.8197,-105.2201,0,3.5,ml,,38,0.906,0.58,us,usb000qmu0,2014-08-09T02:53:42.000Z,"23 km ENE of Wright, Wyoming",mining explosion,,2,0.052,67,reviewed,us,us
2014-05-14T16:06:26.300Z,36.8762,-97.6651,5,3.1,ml,,115,,0.81,us,usb000qmxn,2014-08-09T02:53:42.000Z,"Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-14T15:52:17.910Z,32.7823,-100.8802,4.54,3.1,mb_lg,,97,1.054,0.3,us,usb000qmf3,2014-08-09T02:53:42.000Z,"7 km NNE of Snyder, Texas",earthquake,,5.9,0.255,5,reviewed,us,us
2014-05-14T02:09:50.900Z,48.117,-115.087,15.1,3.4,Md,30,122.4,0.33327497,0.21,mb,mb30481,2021-05-13T21:59:25.587Z,"5 km NE of Happys Inn, Montana",earthquake,0.8,0.8,,,reviewed,mb,mb
2014-05-13T21:39:11.700Z,36.1386,-96.8939,5,3.3,ml,,101,,1.06,us,usb000qlin,2015-01-29T23:04:54.574Z,"10 km SSE of Glencoe, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-13T18:11:33.230Z,44.037,-105.2831,0,3.6,ml,,25,0.902,0.69,us,usb000qkuc,2014-08-06T00:55:35.000Z,"25 km SSE of Sleepy Hollow, Wyoming",mining explosion,,2,0.05,73,reviewed,us,us
2014-05-12T00:13:03.600Z,36.309,-96.6745,5.42,3,ml,,73,,1.42,us,usb000qibp,2014-08-06T00:55:32.000Z,"7 km N of Maramec, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-11T19:29:34.500Z,36.9073,-97.6624,5,3,ml,,,,0.84,us,usb000qi14,2014-08-06T00:55:31.000Z,"2 km SSW of Renfrow, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-11T07:50:50.400Z,36.5831,-97.6101,5.834,3,ml,,86,,0.59,us,usb000qhis,2014-08-06T00:55:30.000Z,"5 km ENE of Hunter, Oklahoma",earthquake,,7.7,,,reviewed,tul,tul
2014-05-10T17:10:23.730Z,44.005,-105.2605,0,3.2,ml,,51,0.89,0.99,us,usb000qh3l,2014-08-06T00:55:29.000Z,"29 km SSE of Sleepy Hollow, Wyoming",mining explosion,,2,0.054,63,reviewed,us,us
2014-05-09T18:52:47.000Z,36.5833,-97.618,3.998,3.9,mwr,,64,,1.24,us,usb000qfz9,2020-03-19T22:59:38.611Z,"4 km ENE of Hunter, Oklahoma",earthquake,,5.8,0.039,62,reviewed,tul,us
2014-05-09T18:01:10.170Z,43.7931,-105.2581,0,3.3,ml,,48,0.941,0.94,us,usb000qfuv,2014-08-06T00:55:28.000Z,"19 km ENE of Wright, Wyoming",mining explosion,,1.7,0.053,65,reviewed,us,us
2014-05-08T20:40:32.800Z,36.5773,-97.6271,5,3.5,mwr,,,,0.7,us,usb000qend,2014-08-06T00:55:28.000Z,"3 km ENE of Hunter, Oklahoma",earthquake,,2,,8,reviewed,tul,slm
2014-05-08T15:08:57.000Z,36.4531,-97.0432,4.768,3,ml,,66,,1.19,us,usb000qe5b,2014-08-06T00:55:27.000Z,"12 km E of Red Rock, Oklahoma",earthquake,,7.9,,,reviewed,tul,tul
2014-05-08T04:32:45.300Z,36.6307,-97.828,5.017,3.2,ml,,96,,0.56,us,usb000qdtz,2015-01-30T19:40:44.765Z,"4 km SSW of Pond Creek, Oklahoma",earthquake,,7.1,,,reviewed,tul,tul
2014-05-07T18:57:02.700Z,36.3905,-97.1517,2.49,3.2,ml,,73,,0.77,us,usb000qd9r,2015-01-31T02:09:36.158Z,"8 km SSE of Red Rock, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul
2014-05-06T19:09:41.430Z,43.648,-105.2363,0,3.3,ml,,77,0.988,0.82,us,usb000qcaw,2014-07-27T21:51:26.000Z,"23 km ESE of Wright, Wyoming",mining explosion,,2,0.054,63,reviewed,us,us
2014-05-06T06:08:10.400Z,35.9039,-97.2645,4.776,3.2,ml,,65,,0.48,us,usb000qbq0,2014-07-27T21:51:24.000Z,"4 km S of Langston, Oklahoma",earthquake,,5.8,,,reviewed,tul,tul
2014-05-05T20:04:27.540Z,43.8,-105.2891,0,3.3,ml,,51,0.96,0.67,us,usb000qb2e,2014-07-27T21:51:23.000Z,"Wyoming",mining explosion,,2,0.054,55,reviewed,us,us
2014-05-05T19:22:20.030Z,43.5884,-105.134,0,3.3,ml,,82,0.956,0.94,us,usb000r4c3,2014-07-27T21:51:23.000Z,"34 km ESE of Wright, Wyoming",mining explosion,,2,0.056,60,reviewed,us,us
2014-05-05T09:27:45.000Z,44.58,-114.32,5.8,3.7,ml,,,,0.77,us,usb000qaak,2014-07-27T21:51:22.000Z,"10 km NW of Challis, Idaho",earthquake,,5.4,,,reviewed,mb,mb
2014-05-03T09:39:07.700Z,36.6039,-97.8367,5,3.6,ml,,,,0.36,us,usb000q7zp,2015-01-30T14:28:26.077Z,"6 km N of Kremlin, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-05-03T08:34:07.000Z,44.59,-114.33,8.2,3.7,mwr,,,,0.91,us,usb000q7y6,2015-01-30T11:01:33.888Z,"12 km NW of Challis, Idaho",earthquake,,5.7,0.043,52,reviewed,mb,us
2014-05-02T19:44:20.500Z,35.5903,-97.3994,5.534,3.2,mwr,,46,,0.59,us,usb000q7db,2020-03-19T22:59:07.054Z,"7 km NNE of Lake Aluma, Oklahoma",earthquake,,6.6,,7,reviewed,tul,slm
2014-05-02T19:19:41.430Z,45.1181,-106.9636,0,3.6,ml,,49,1.631,0.95,us,usb000q7cq,2014-07-27T21:51:17.000Z,"28 km NE of Ranchester, Wyoming",mining explosion,,2,0.052,73,reviewed,us,us
2014-05-02T19:05:14.680Z,43.7789,-105.3697,0,3.5,ml,,32,1.022,1.37,us,usb000q7c5,2014-07-27T21:51:17.000Z,"10 km ENE of Wright, Wyoming",mining explosion,,1.3,0.052,67,reviewed,us,us
2014-05-02T10:29:20.400Z,35.876,-97.2988,6.351,3,ml,,90,,0.5,us,usb000q6xc,2014-07-27T21:51:17.000Z,"6 km NW of Meridian, Oklahoma",earthquake,,5.6,,,reviewed,tul,tul
2014-05-02T05:46:03.200Z,36.0768,-97.5536,4.67,3.2,ml,,68,,0.65,us,usb000q6v6,2015-01-30T17:42:04.910Z,"10 km SE of Marshall, Oklahoma",earthquake,,7.6,,,reviewed,tul,tul
2014-05-01T19:33:59.620Z,43.7464,-105.0976,0,3.4,ml,,53,0.853,1.23,us,usb000qy1l,2014-07-27T21:51:15.000Z,"31 km E of Wright, Wyoming",mining explosion,,2,0.055,63,reviewed,us,us
2014-05-01T19:07:30.500Z,36.2757,-97.2521,4.131,3.1,ml,,72,,0.54,us,usb000q6il,2015-01-30T11:56:13.201Z,"3 km ESE of Perry, Oklahoma",earthquake,,1.2,,,reviewed,tul,tul
2014-05-01T10:04:07.900Z,35.8112,-96.9361,4.433,3.4,mwr,,56,,0.62,us,usb000q694,2015-01-30T07:30:20.042Z,"6 km E of Carney, Oklahoma",earthquake,,7.6,0.055,32,reviewed,tul,us
2014-04-30T21:26:00.100Z,36.0656,-97.0474,1.117,3.1,ml,,73,,0.76,us,usb000q5vt,2015-01-30T06:26:20.108Z,"5 km S of Stillwater, Oklahoma",earthquake,,7,,,reviewed,tul,tul
2014-04-30T19:46:10.700Z,36.5971,-97.6807,5.613,3.4,ml,,167,,1.08,us,usb000q5pv,2014-07-27T21:51:14.000Z,"4 km NNW of Hunter, Oklahoma",earthquake,,4.9,,,reviewed,tul,tul
2014-04-30T16:59:54.000Z,44.58,-114.32,7.3,3,ml,,,,1.14,us,usb000qca7,2014-07-27T21:51:13.000Z,"10 km NW of Challis, Idaho",earthquake,,6.2,,,reviewed,mb,mb
2014-04-30T08:06:52.200Z,36.7764,-98.073,4.476,3,ml,,101,,1.13,us,usb000q4zz,2014-07-27T21:51:13.000Z,"7 km ENE of Nescatunga, Oklahoma",earthquake,,7,,,reviewed,tul,tul
2014-04-30T07:48:08.600Z,36.6037,-97.8342,6.092,3.1,ml,,175,,0.84,us,usb000q4zm,2015-01-30T17:07:57.605Z,"6 km N of Kremlin, Oklahoma",earthquake,,7.4,,,reviewed,tul,tul
2014-04-29T21:33:01.570Z,43.7814,-105.2903,0,3.3,ml,,44,0.967,0.93,us,usb000qwcu,2014-07-14T20:11:24.000Z,"16 km ENE of Wright, Wyoming",mining explosion,,1.4,0.055,59,reviewed,us,us
2014-04-28T02:26:40.600Z,36.1057,-97.0443,7.036,3.2,ml,,71,,0.8,us,usb000q1un,2020-03-19T22:58:05.413Z,"1 km SE of Stillwater, Oklahoma",earthquake,,7.2,,,reviewed,tul,tul
2014-04-27T00:22:29.000Z,36.0752,-97.5579,4.633,3,ml,,,,0.53,us,usb000q0wq,2014-07-14T20:11:19.000Z,"10 km SE of Marshall, Oklahoma",earthquake,,6.1,,,reviewed,tul,tul
